Ticker,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
QVCGA,3335,QVC Group Inc,Consumer Cyclical,Internet Retail,USA,97080000.0,,11.77,-0.38,16857
RARE,3349,Ultragenyx Pharmaceutical Inc,Healthcare,Biotechnology,USA,3370000000.0,,34.89,-3.7,396449
RCKY,3364,"Rocky Brands, Inc",Consumer Cyclical,Footwear & Accessories,USA,232870000.0,11.35,31.08,-0.43,4788
RGLD,3411,"Royal Gold, Inc",Basic Materials,Gold,USA,18420000000.0,29.93,218.31,1.07,301961
RRBI,3475,Red River Bancshares Inc,Financial,Banks - Regional,USA,499590000.0,12.28,73.94,-0.38,8356
SATS,3523,EchoStar Corp,Communication Services,Telecom Services,USA,30260000000.0,,105.1,1.13,1096750
SBRA,3534,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,4760000000.0,26.24,19.08,-0.6,440481
SKYE,3642,Skye Bioscience Inc,Healthcare,Biotechnology,USA,36220000.0,,1.13,4.63,127648
SLE,3653,Super League Enterprise Inc,Communication Services,Internet Content & Information,USA,8890000.0,,0.76,2.19,159117
SLNH,3660,Soluna Holdings Inc,Financial,Capital Markets,USA,135540000.0,,1.38,-3.85,2634595
SMPL,3685,Simply Good Foods Co,Consumer Defensive,Packaged Foods,USA,1930000000.0,18.99,19.33,0.13,266743
SPFI,3750,South Plains Financial Inc,Financial,Banks - Regional,USA,664540000.0,11.66,40.9,-0.51,20710
SPNS,3754,Sapiens International Corp NV,Technology,Software - Application,Israel,2430000000.0,37.93,43.44,0.01,345454
STGW,3800,Stagwell Inc,Communication Services,Advertising Agencies,USA,1400000000.0,72.56,5.57,0.09,465572
STNE,3810,StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,4050000000.0,,14.93,-2.39,2669863
STRT,3818,Strattec Security Corp,Consumer Cyclical,Auto Parts,USA,333110000.0,13.9,79.59,-0.43,12168
TBCH,3880,Turtle Beach Corp,Technology,Consumer Electronics,USA,282520000.0,16.96,14.63,-0.2,30695
THRM,3935,Gentherm Inc,Consumer Cyclical,Auto Parts,USA,1130000000.0,37.32,36.98,-0.72,30818
TLPH,3954,Talphera Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,56630000.0,,1.22,2.97,143024
TOMZ,3978,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,USA,15360000.0,,0.76,-0.05,2780
UCTT,4091,Ultra Clean Hldgs Inc,Technology,Semiconductor Equipment & Materials,USA,1140000000.0,,25.16,-1.87,83021
UNB,4117,"Union Bankshares, Inc",Financial,Banks - Regional,USA,108880000.0,9.58,23.76,2.72,23962
UPBD,4126,Upbound Group Inc,Technology,Software - Application,USA,1050000000.0,12.35,18.1,0.22,255869
UXIN,4169,Uxin Ltd ADR,Consumer Cyclical,Auto & Truck Dealerships,China,550100000.0,,2.67,1.91,115448
VIVS,4219,VivoSim Labs Inc,Healthcare,Biotechnology,USA,5140000.0,,1.97,1.03,31443
VNET,4229,VNET Group Inc ADR,Technology,Information Technology Services,China,2220000000.0,,8.42,-5.48,2720672
VRRM,4252,Verra Mobility Corp,Technology,Information Technology Services,USA,3510000000.0,68.9,22.02,1.94,313818
VRSK,4253,Verisk Analytics Inc,Industrials,Consulting Services,USA,30320000000.0,33.21,217.57,-0.3,295924
VSEC,4262,VSE Corp,Industrials,Aerospace & Defense,USA,3960000000.0,130.52,169.37,-0.01,144016
VTGN,4273,Vistagen Therapeutics Inc,Healthcare,Biotechnology,USA,176550000.0,,4.47,1.82,259571
WFCF,4322,Where Food Comes From Inc,Industrials,Specialty Business Services,USA,61440000.0,23.54,12.02,-4.83,951
ZTEK,4492,Zentek Ltd,Healthcare,Medical Instruments & Supplies,Canada,70930000.0,,0.66,0.15,7343
ZUMZ,4497,Zumiez Inc,Consumer Cyclical,Apparel Retail,USA,492460000.0,60.08,29.05,-1.01,37726
