Ticker,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ROAD,3458,Construction Partners Inc,Industrials,Engineering & Construction,USA,6350000000.0,61.67,112.49,2.27,176327
ROP,3466,Roper Technologies Inc,Technology,Software - Application,USA,47660000000.0,30.53,442.74,-0.19,239744
ROST,3467,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail,USA,59230000000.0,28.62,183.12,-0.63,782936
SAFT,3509,"Safety Insurance Group, Inc",Financial,Insurance - Property & Casualty,USA,1170000000.0,13.31,78.35,0.23,24716
SBUX,3536,Starbucks Corp,Consumer Cyclical,Restaurants,USA,97570000000.0,52.66,85.81,0.48,2288547
SCVL,3548,"Shoe Carnival, Inc",Consumer Cyclical,Apparel Retail,USA,525600000.0,9.13,19.2,1.11,180958
SIMO,3627,Silicon Motion Technology Corp ADR,Technology,Semiconductors,Hong Kong,2900000000.0,29.46,85.39,-1.92,101701
SQQQ,3771,ProShares UltraPro Short QQQ -3x Shares,Financial,Exchange Traded Fund,USA,,,71.54,-0.06,27778866
STRR,3816,Star Equity Holdings Inc,Industrials,Conglomerates,USA,37550000.0,,10.93,-0.64,3166
TAYD,3878,Taylor Devices Inc,Industrials,Specialty Industrial Machinery,USA,178270000.0,20.88,56.64,-1.41,3413
TCBK,3891,Trico Bancshares,Financial,Banks - Regional,USA,1620000000.0,14.04,49.79,-0.37,36288
TILE,3942,Interface Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1670000000.0,14.94,28.64,0.75,63740
TLT,3959,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,,,87.67,0.31,19143282
TTWO,4048,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,USA,45330000000.0,,245.33,0.32,342520
UAL,4081,United Airlines Holdings Inc,Industrials,Airlines,USA,35970000000.0,11.13,111.11,3.17,2515648
USTB,4156,VictoryShares Short-Term Bond ETF,Financial,Exchange Traded Fund,USA,,,50.71,0.04,30036
VCSH,4187,Vanguard Short-Term Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,79.81,0.06,1083833
VRSN,4254,Verisign Inc,Technology,Software - Infrastructure,USA,22430000000.0,28.19,241.97,0.04,124418
VTHR,4274,Vanguard Russell 3000 Index ETF,Financial,Exchange Traded Fund,USA,,,299.27,-0.53,3799
WHF,4328,WhiteHorse Finance Inc,Financial,Asset Management,USA,168880000.0,17.13,7.27,-1.68,88374
WINA,4333,Winmark Corporation,Consumer Cyclical,Specialty Retail,USA,1570000000.0,39.38,441.71,2.44,46090
WSBC,4358,"Wesbanco, Inc",Financial,Banks - Regional,USA,3350000000.0,17.7,34.85,-0.85,89959
WVVI,4379,Willamette Valley Vineyard Inc,Consumer Defensive,Beverages - Wineries & Distilleries,USA,14150000.0,,2.85,1.06,8384
XRAY,4419,DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,USA,2250000000.0,,11.3,-0.92,789609
YLDE,4449,Franklin ClearBridge Enhanced Income ETF,Financial,Exchange Traded Fund,USA,,,54.31,-0.46,2898
