Ticker,Company,Sector,Industry,mcap_2019,mcap_2020,mcap_2021,mcap_2022,mcap_2023,mcap_2024,pe_2019,pe_2020,pe_2021,pe_2022,pe_2023,pe_2024
FMB,First Trust Managed Municipal ETF,Financial,Exchange Traded Fund,2118659835,2163664670,2173199593,1911179916,1970296437,2118659835,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FNX,First Trust Mid Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,744181180,852487311,1055753794,901661374,1072282028,744181180,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FOXA,Fox Corporation,Communication Services,Entertainment,22538560000,17151680000,20774700000,16430170000,14300940000,22538560000,"13,98515361","16,45711712","10,20643256","15,10585892","14,5165456","10,86566289"
FSFG,First Savings Financial Group Inc,Financial,Banks - Regional,158094382,154050426,186815772,138318180,114642326,158094382,"9,048234531","3,869699886","6,721469766","10,54307942","12,34405544","11,96456004"
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Financial,Exchange Traded Fund,16945873,18750329,19688937,19958150,19368791,16945873,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FYC,First Trust Small Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,182235429,240885014,291139352,215855464,245687876,182235429,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
GAIA,Gaia Inc,Communication Services,Entertainment,147671180,189705880,175385050,49518280,62499600,147671180,"-7,994402204","360,1916763","44,3476253","-12,67131329","-10,00563599","-20,02181349"
GCBC,Greene County Bancorp Inc,Financial,Banks - Regional,245701555,217092057,312953098,488840231,480156549,245701555,"14,22023336","10,15747317","9,999148776","13,78051704","16,48220237","22,24529533"
GNTX,Gentex Corp,Consumer Cyclical,Auto Parts,7138060003,8128249424,8090472665,6385797765,7559334768,7138060003,"17,18028181","23,68319033","22,74993298","19,74732724","17,48908898","16,03180434"
HBT,HBT Financial Inc,Financial,Banks - Regional,521414240,415578316,542918886,562688890,669363922,521414240,"5,705662155","11,28982359","9,251996233","10,00199766","10,13980225","9,638074673"
HERZ,Herzfeld Credit Income Fund Inc,Financial,Asset Management,37292684,28785291,34049327,25530298,44899204,37292684,#ERROR!,"1,98944512","-3,314049329","3,495575458","22,65786178","38,65009334"
HGBL,Heritage Global Inc,Financial,Capital Markets,28176655,92536122,67326935,84639054,102042727,28176655,"7,204093357","8,317664113","21,71907304","5,463109146","8,173311423","13,21454072"
HNDL,Nasdaq 7HANDL Index ETF 1.23x Shares,Financial,Exchange Traded Fund,948744569,995499948,1012253959,762891937,805751034,948744569,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,13135255000,10107999986,12421677000,11475750000,13716615000,13135255000,"14,72507065","-14,10835656","-1122,919727","18,12154028","18,67278243","17,64819512"
HTBK,Heritage Commerce Corp,Financial,Banks - Regional,760651273,531550857,721102963,790254439,606295371,760651273,"14,80328514","14,94574521","15,05241006","11,83741267","9,396007014","14,18086212"
HTLD,"Heartland Express, Inc",Industrials,Trucking,1723363500,1450751200,1327585780,1211307760,1126967800,1723363500,"23,65012951","20,80505607","16,88280157","9,065119625","76,25601354","-29,72156181"
HURN,Huron Consulting Group Inc,Industrials,Consulting Services,1497422956,1292891400,1040415000,1413522000,1902828000,1497422956,"36,20628513","-54,3867063","16,98455396","19,45782243","30,98528466","19,06528939"
HYLS,First Trust Tactical High Yield ETF,Financial,Exchange Traded Fund,1735636090,1733145938,1702196903,1385236100,1478794676,1735636090,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
ICCC,Immucell Corp,Healthcare,Biotechnology,37146532,42955644,61937734,47256004,39447500,37146532,"-27,09676474","-41,99540856","-775,8018601","-18,94356223","-6,786666667","-19,50272995"
IEUS,iShares MSCI Europe Small-Cap ETF,Financial,Exchange Traded Fund,167280000,186270000,208799999,148200000,168600000,167280000,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
ILLR,Triller Group Inc,Technology,Software - Application,2398043266,2502605765,2074640824,342980477,130066479,2398043266,#ERROR!,"-33,1928188","-2,681956453","-1,789843118","-0,4259064678",#ERROR!
ISBA,Isabella Bank Corp,Financial,Banks - Regional,191864754,155962371,192109630,174006737,157616715,191864754,"14,76444257","14,31118052","9,850881866","7,97833137","8,890185501","13,94840953"
ISHP,First Trust S-Network E-Commerce ETF,Financial,Exchange Traded Fund,"5215992,32","5956900,32","7705443,2","5065693,84","6083913,12","5215992,32",#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
KBWB,Invesco KBW Bank ETF,Financial,Exchange Traded Fund,1638835776,1417903939,1909301374,1452802726,1384412361,1638835776,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
KBWD,Invesco KBW High Dividend Yield Financial ETF,Financial,Exchange Traded Fund,526097958,397272329,486514665,356489542,380479417,526097958,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
KRMA,Global X Conscious Companies ETF,Financial,Exchange Traded Fund,398115366,462913010,584705440,469698104,566555315,398115366,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
LFUS,"Littelfuse, Inc",Technology,Electronic Components,4666380900,6247319120,7760008800,5451711600,6663581800,4666380900,"33,80299967","47,74605619","27,2794516","14,58971139","25,62743989","58,72412257"
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,Financial,Exchange Traded Fund,471002286,448461660,553697344,526040134,502669791,471002286,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
MBUU,Malibu Boats Inc,Consumer Cyclical,Recreational Vehicles,844828843,1298714848,1428038399,1087564273,1116998615,844828843,"12,36715546","17,43656578","13,85449851","6,938263057","11,50706772","-12,3451172"
MCRI,"Monarch Casino & Resort, Inc",Consumer Cyclical,Resorts & Casinos,881570900,1131406820,1395288600,1470675030,1332243900,881570900,"27,50546109","47,10304755","20,10172804","16,6966065","16,14014409","20,17903091"
MDLZ,Mondelez International Inc,Consumer Defensive,Confectioners,78984720000,82559640000,92104590000,91177200000,98359940000,78984720000,"20,25721558","23,53602532","21,63556512","33,80334928","19,90766082","17,371054"
MNKD,Mannkind Corp,Healthcare,Biotechnology,274082430,771955030,1100746190,1388002060,981518720,274082430,"-4,86105543","-12,17140199","-13,45916368","-15,5020004","-81,41489027","63,95854901"
MNSB,MainStreet Bancshares Inc,Financial,Banks - Regional,190608291,127223179,188052492,204349856,186752982,190608291,"13,60379928","8,748184132","8,383735961","7,759324061","7,020712056","-13,7944489"
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,34072037160,48847473600,50844056200,53031306960,59948044240,34072037160,"31,10721358","34,74831385","36,86629414","44,87875712","36,90765356","34,98893936"
MPB,"Mid Penn Bancorp, Inc",Financial,Banks - Regional,244252080,184301333,506502603,476013599,402421551,244252080,"13,77928931","7,051550994","11,6982994","8,701832099","10,59510977","9,93243603"
NDSN,Nordson Corp,Industrials,Specialty Industrial Machinery,9390657120,11666956050,14844461040,13590452400,15074026240,9390657120,"26,73051556","44,77030248","33,07993816","25,27080333","24,89628179","30,56477483"
NWBI,Northwest Bancshares Inc,Financial,Banks - Regional,1760826856,1607563890,1782202210,1775863295,1586338453,1760826856,"15,79377146","20,46528656","11,57790556","13,31429069","11,77359188","16,69617922"
NWE,NorthWestern Energy Group Inc,Utilities,Utilities - Regulated Electric,3619821925,2952293610,3092184520,3545216674,3116951432,3619821925,"17,88153026","18,99370176","15,81941517","18,083044","15,89672421","14,62098594"
NZAC,SPDR MSCI ACWI Climate Paris Aligned ETF,Financial,Exchange Traded Fund,19806835,22813443,26547716,42115196,87992923,19806835,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
ODFL,"Old Dominion Freight Line, Inc",Industrials,Trucking,15157800969,22885975333,41275699740,31519704826,44450395080,15157800969,"24,79135698","34,36268808","40,06961245","23,2988505","35,78276392","32,0245941"
ORKA,Oruka Therapeutics Inc,Healthcare,Biotechnology,"9102128,28",49551233,30981801,34152031,294083890,"9102128,28","-1,376174579","-23,27547797","-18,56535927","-41,28797773","-55,08220468","-3,888320305"
OSBC,Old Second Bancorporation Inc,Financial,Banks - Regional,403153907,295180327,559764556,715044433,690078448,403153907,"10,20483513","10,75264331","18,97482089","10,59584719","7,517929553","9,347929255"
OSW,OneSpaWorld Holdings Limited,Consumer Cyclical,Leisure,1030085960,883406940,923884080,866859630,1413271200,1030085960,"-16,94825512","-2,618265556","-13,18033157","16,23601479","-463,8018157","28,41015591"
OVLY,Oak Valley Bancorp,Financial,Banks - Regional,157917900,135203700,141949200,185186400,245590000,157917900,"12,62430299","9,863685249","8,674970925","8,079113178","7,95546875","9,636273449"
OXLC,Oxford Lane Capital Corp,Financial,Closed-End Fund - Debt,613494504,510474805,1113928464,797216863,1076564863,613494504,"-19,33333214","-1,007246357","2,006369356","6,033333285","-5,734649129","4,526785672"
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,Financial,Exchange Traded Fund,5990071144,5519836090,5085772964,5346210840,4810866317,5990071144,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PENN,PENN Entertainment Inc,Consumer Cyclical,Resorts & Casinos,2957292000,13447809000,9228242415,4579740000,3936826000,2957292000,"67,36428246","-17,28690067","19,55464591","21,55623593","-8,076820408","-9,67775923"
PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,189971299999,204654000000,240240930000,248768820000,233360160000,189971299999,"26,141828","28,84768258","31,51315568","27,9810101","25,75488649","21,79770098"
PFIS,Peoples Financial Services Corp,Financial,Banks - Regional,371554703,265074595,377916653,371087775,342889492,371554703,"14,46760375","9,148047966","8,752407224","9,755555789","12,64279036","51,37948034"
PGJ,Invesco Golden Dragon China ETF,Financial,Exchange Traded Fund,218347458,335317436,191572463,143482472,136657473,218347458,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PHO,Invesco Water Resources ETF,Financial,Exchange Traded Fund,1184754440,1424588241,1865919238,1580694897,1866532624,1184754440,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PPH,VanEck Pharmaceutical ETF,Financial,Exchange Traded Fund,609163443,662767850,803565064,848278356,926164569,609163443,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PSCH,Invesco S&P SmallCap Health Care ETF,Financial,Exchange Traded Fund,68759790,90407869,95612348,70244504,145730832,68759790,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PTNQ,Pacer Trendpilot 100 ETF,Financial,Exchange Traded Fund,759512241,981115094,1110273596,926891117,1230018214,759512241,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
QQQ,Invesco QQQ Trust Series 1,Financial,Exchange Traded Fund,121300732618,182933661859,236966031288,161940566271,254189633642,121300732618,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
QTEC,First Trust NASDAQ-100 Technology Sector Index Fund,Financial,Exchange Traded Fund,2058556700,2839409826,3602165750,2164260810,3608540900,2058556700,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
RBCAA,"Republic Bancorp, Inc. (KY)",Financial,Banks - Regional,984437999,757361790,1024171800,815494680,1080363760,984437999,"10,62682908","9,029415588","11,88264807","8,911528549","11,96046828","13,40867684"
RGEN,Repligen Corp,Healthcare,Medical Instruments & Supplies,4822857500,10502282150,15449520851,9403858008,10035656746,4822857500,"208,8518752","168,055986","113,5712762","50,49463914","281,4489268","-315,5746563"
RMNI,Rimini Street Inc,Technology,Software - Application,263308440,335487306,520130280,336632550,292540740,263308440,"11,97038629","27,235744","6,692171659","-134,6896452","11,17727887","-6,661970942"
ROAD,Construction Partners Inc,Industrials,Engineering & Construction,868622989,1436592851,1523245158,1383207862,2258358379,868622989,"18,57892111","23,2549232","85,4004653","63,53014842","38,66849976","52,53504316"
ROST,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail,41223157800,43870802250,39890576800,39435014640,46000697609,41223157800,"24,21288086","463,9430409","19,94598479","26,84622433","25,08377204","23,66300865"
SAFT,"Safety Insurance Group, Inc",Financial,Insurance - Property & Casualty,1409304443,1152150737,1243810166,1230548965,1112948552,1409304443,"14,12195404","8,456017354","9,646449561","26,43470968","59,03559432","17,11522229"
SBUX,Starbucks Corp,Consumer Cyclical,Restaurants,103024656000,125968950000,134702652000,113931200000,109124966000,103024656000,"30,00069571","108,5500118","30,93397852","29,61270661","25,37724233","29,48107554"
SCVL,"Shoe Carnival, Inc",Consumer Cyclical,Apparel Retail,524753280,552281280,1100492800,649204320,819204570,524753280,"12,05555809","41,34212995","6,022806671","6,896510157","9,756648852","9,962156278"
SIMO,Silicon Motion Technology Corp ADR,Technology,Semiconductors,1763490960,1663195518,3313886160,2148179460,2047398320,1763490960,"27,69958648","21,04517154","16,55928706","12,52896893","37,62171467","20,37389887"
SQQQ,ProShares UltraPro Short QQQ -3x Shares,Financial,Exchange Traded Fund,632263064,288442969,266025787,1171574169,464646410,632263064,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
STRR,Star Equity Holdings Inc,Industrials,Conglomerates,24557250,51618000,119726500,93427955,63950465,24557250,"-5,271223255","-5,950054205","-49,43513242","-17,78902418","29,09484304","-3,932003257"
TAYD,Taylor Devices Inc,Industrials,Specialty Industrial Machinery,36563533,36515213,42694655,49794866,68469423,36563533,"15,11579648","12,28170069","39,23971449","14,52396823","10,34537761","18,97357446"
TCBK,Trico Bancshares,Financial,Banks - Regional,1240419950,1048768560,1290948000,1699496700,1429481228,1240419950,"13,50907094","16,28462616","10,85218784","13,55136526","12,17501636","12,58788871"
TLT,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,14862155999,17302981000,16256443000,10921732000,10847136000,14862155999,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
TTWO,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,13882827420,23918706900,20473344000,17493840000,27409784999,13882827420,"32,44041685","33,16607261","34,3864381","42,47527249","-16,96102961","-6,814539822"
UAL,United Airlines Holdings Inc,Industrials,Airlines,21890367730,13994724193,14304189534,12325273101,13534053171,21890367730,"7,354486873","-1,907951094","-7,175550916","16,88571235","5,229397678","10,2742839"
USTB,VictoryShares Short-Term Bond ETF,Financial,Exchange Traded Fund,1133808317,1160921124,1150165631,1089890050,1111176965,1133808317,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
VCSH,Vanguard Short-Term Corporate Bond ETF,Financial,Exchange Traded Fund,42782898836,43955033051,42904336165,39699446668,40850461347,42782898836,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
VRSN,Verisign Inc,Technology,Software - Infrastructure,22423135000,24474840000,27970964000,21735552000,20966728000,22423135000,"37,29400969","30,55456848","36,22788902","32,89845058","26,04728963","25,84036655"
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Financial,Exchange Traded Fund,98599471,101371464,125484817,113741107,125395398,98599471,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
VTHR,Vanguard Russell 3000 Index ETF,Financial,Exchange Traded Fund,2184055509,2596819773,3217980017,2562062247,3174868752,2184055509,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
WHF,WhiteHorse Finance Inc,Financial,Asset Management,281480638,279706799,359455168,303322298,285889982,281480638,"9,126832411","8,825358861","10,89345398","19,32957046","14,00597601","20,73477945"
WINA,Winmark Corporation,Consumer Cyclical,Specialty Retail,736009685,694274400,893329046,814179256,1459146847,736009685,"23,68942762","23,17249644","22,83863222","20,86275013","36,16515656","34,86711125"
WVVI,Willamette Valley Vineyard Inc,Consumer Defensive,Beverages - Wineries & Distilleries,34404185,31624049,42992821,29623840,26609875,34404185,"13,7019285","9,314900439","17,58064675","-45,82244018","-22,20092679","-141,0688597"
XRAY,DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,12500731000,11456368000,12106987900,6848784000,7473900000,12500731000,"49,31730078","-157,2234521","29,64607299","-7,222652632","-57,15969697","-4,238171429"
YLDE,Franklin ClearBridge Enhanced Income ETF,Financial,Exchange Traded Fund,32503822,35244283,42516291,38209853,43426516,32503822,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
AACG,ATA Creativity Global ADR,Consumer Defensive,Education & Training Services,18882362,17164608,16799000,21348287,17865981,18882362,"-0,9839950543","-1,31927847","-3,168559272","-2,869363956","-3,811513022","-2,694134318"
AAOI,Applied Optoelectronics Inc,Technology,Communication Equipment,240071040,224987984,141161469,53789400,706126680,240071040,"-3,594156951","-3,183552681",#ERROR!,"-0,7926513461","-11,01133107","-8,199466564"
ACIW,ACI Worldwide Inc,Technology,Software - Infrastructure,4394887310,4515179130,4000458900,2554771000,3326311800,4394887310,"65,63016127","61,56257514","31,88035855","18,39327036","27,32314643","26,95988445"
ADBE,Adobe Inc,Technology,Software - Application,158968420000,239557480000,268219379999,154635535000,270259800000,158968420000,"50,99908358","43,62194487","60,98813978","33,75086207","51,56573139","41,48782428"
ADI,Analog Devices Inc,Technology,Semiconductors,43761760440,54542359190,92330399070,83183057630,98439098400,43761760440,"29,61977285","35,79248476","49,59334819","27,36903524","24,32990502","68,41396493"
AFYA,Afya Ltd,Consumer Defensive,Education & Training Services,2433864738,2361614711,1471797901,1404740448,1972967823,2433864738,"53,60642813","41,67313005","36,54638295","19,87051912","24,92213517","14,04731312"
AGPU,Axe Compute Inc,Healthcare,Health Information Services,190515645,388164960,940115232,362530467,200495972,190515645,"-5,706911733","-4,962939875","-39,66669492","-13,189868","-14,16858995","-5,497758592"
AIHS,Senmiao Technology Ltd,Industrials,Rental & Leasing Services,18775678,50443973,21189863,"6951217,6","3871757,1",18775678,"-1,414207536","-5,328468817","-24,55689663","-2,033653734","-2,106502167","-2,513589513"
AMBA,Ambarella Inc,Technology,Semiconductor Equipment & Materials,2039482693,3244767388,7502655919,3198606386,2475180898,2039482693,"-40,8288839","-43,68105592","-60,99954905","-194,0965268","-52,71142504","-12,37203771"
AMRX,Amneal Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,709407600,676419410,717982680,301437240,1479325770,709407600,"-1,759124083","7,49180327","67,14386107","-2,310853187","-12,64583329","-20,93583286"
AMSF,Amerisafe Inc,Financial,Insurance - Specialty,1272135036,1109071505,1040641882,994252153,896300636,1272135036,"13,71249833","12,79147445","15,82580388","17,97667368","14,49093515","17,7307046"
AMZN,Amazon.com Inc,Consumer Cyclical,Internet Retail,920204400000,1641528000000,1697209600000,858480000000,1573490640000,920204400000,"78,77228167","76,34428766","50,56966791","-314,4290963","51,45734626","38,78057437"
AREC,American Resources Corporation,Basic Materials,Coking Coal,17178334,91489924,117456359,88146458,113608581,17178334,"-0,2140418506","-5,582420962","-3,058084994","-60,55121532","-2,916867937","-1,944585101"
ASYS,Amtech Systems Inc,Technology,Semiconductor Equipment & Materials,97197000,90283380,138112520,106460800,59589600,97197000,"24,07400319","-17,72140005","107,5465981","6,858927852","-8,518144969","-9,710864954"
AVGO,Broadcom Inc,Technology,Semiconductors,125768000000,178671958000,274144800000,233703800000,504567600000,125768000000,"44,56314244","47,71033784","32,14385392","16,72648108","24,79331771","132,2095335"
AZN,Astrazeneca plc ADR,Healthcare,Drug Manufacturers - General,130832640000,131173760000,180225500000,210044400000,208650299999,130832640000,"97,18031461","41,04310388","1474,973214","63,84087591","35,33188917","28,87164179"
BANX,ArrowMark Financial Corp,Financial,Closed-End Fund - Debt,146304948,127324062,152877278,121028747,129472646,146304948,"11,61458344","16,31355886","11,68616907","22,72000106","6,394365831","8,927659654"
BATRK,Atlanta Braves Holdings Inc,Communication Services,Entertainment,1506540000,1293760000,1734312049,1933799999,2448962985,1506540000,"-23,40181818","-19,13846154","-133,3470744","-58,21177329","-19,54573232","-74,91951132"
BCYC,Bicycle Therapeutics Plc ADR,Healthcare,Biotechnology,169720470,396710078,1802065054,879462472,766941414,169720470,"-3,402961288","-6,737298316","-22,83044865","-7,789024782","-3,561915517","-4,821046447"
BDRX,Biodexa Pharmaceuticals Plc ADR,Healthcare,Biotechnology,4135800,11220000,6300000,1182000,207030,4135800,"-0,3192960978","-0,3821350631","-0,8802426092","-0,1317838882","-0,02305253047","-3,499688531"
BELFB,Bel Fuse Inc,Technology,Electronic Components,251494000,185590440,161870670,416240480,852652900,251494000,"-32,75630825","16,47783596","7,351709092","8,915455643","11,55413742","25,26247778"
BHF,Brighthouse Financial Inc,Financial,Insurance - Life,4109708868,3170596540,3981031502,3500616546,3391199965,4109708868,"-5,964478837","-3,253700764","2,455063743","0,9644714272","-3,022120096","8,822404852"
BIOX,Bioceres Crop Solutions Corp,Basic Materials,Agricultural Inputs,182408610,235702926,581215240,741737836,862792664,182408610,"-8,710934482","65,16180575","-80,20505185","-80,55493775","44,2107102","215,6673451"
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,16736390000,15429000000,22568280000,29530000000,34214180000,16736390000,"111,1300781","-1,415870221","-90,52712329","-48,49602329","17,73208441","13,76510066"
BSET,Bassett Furniture Industries Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",167254146,199183921,163514744,154123771,145094574,167254146,"-81,19578704","-15,85227302","9,153285052","2,677060758","-46,07081115","-13,76561861"
BTAI,BioXcel Therapeutics Inc,Healthcare,Biotechnology,4433959680,18128140800,9101334400,9646410240,1389992800,4433959680,"-7,359973542","-12,19138885","-5,014101873","-3,63038682","-0,4799167085","-0,2543549388"
BVFL,BV Financial Inc,Financial,Banks - Regional,122509500,120734000,143091900,184500000,152384349,122509500,"44,89324707","15,79254415","15,1564347","18,88540479","9,645751806","15,6864608"
CCOI,Cogent Communications Holdings Inc,Communication Services,Telecom Services,3004790162,2758037037,3408420556,2676225024,3601691313,3004790162,"79,8811234","442,5503716","70,49819638","519,9536773","2,829512979","-17,95413428"
CCRN,"Cross Country Healthcares, Inc",Healthcare,Medical Care Facilities,404569658,320925470,1027897280,968609350,780649840,404569658,"-7,211032176","-24,69530628","7,715690974","5,28765601","10,95919263","-41,64348997"
CDXS,Codexis Inc,Healthcare,Biotechnology,941619120,1403450700,2009939382,305500280,211975000,941619120,"-75,7297654","-53,97037901","-94,884222","-9,064748611","-2,725597455","-5,364240456"
CELH,Celsius Holdings Inc,Consumer Defensive,Beverages - Non-Alcoholic,334643202,3648279960,5611324620,7923790440,12637053518,334643202,"29,43263297","414,3020237","1397,659888","-42,02497816","55,47746121","42,42516771"
CFFI,C & F Financial Corp,Financial,Banks - Regional,201656492,136418846,181610858,202529971,229659214,201656492,"10,12481203","6,122638242","6,435792082","7,028210501","9,856985257","11,85464354"
CGBD,Carlyle Secured Lending Inc,Financial,Asset Management,764161142,564700242,776224959,851898383,843133078,764161142,"13,13118436","84,76802835","4,986058409","9,212732615","8,782721112","10,24302081"
CHMG,Chemung Financial Corp,Financial,Banks - Regional,208037500,159259450,217804050,215497260,236201400,208037500,"13,25725543","8,463705742","8,231801325","7,478994893","9,426144","9,835820202"
CLNE,Clean Energy Fuels Corp,Energy,Oil & Gas Refining & Marketing,479682578,1564104260,1348110709,1156633873,854151318,479682578,"23,4416283","-159,8916452","-14,02548251","-19,69177307","-8,580412742","-6,748510639"
CNOB,ConnectOne Bancorp Inc,Financial,Banks - Regional,1013985280,782833030,1285675152,950076007,882487930,1013985280,"12,33697936","10,96862742","10,09557678","7,591063086","10,25015988","11,8848361"
CODA,Coda Octopus Group Inc,Industrials,Aerospace & Defense,89742143,67629331,86857560,75094245,66972867,89742143,"15,00253892","17,72067122","18,46256758","16,21511359","23,51606642","26,12568272"
CODX,Co-Diagnostics Inc,Healthcare,Medical Devices,20424311,266564691,303044729,77798977,41575361,20424311,"-2,420677172","5,849948547","7,033819751","-5,571412299","-1,104664963","-0,6044661166"
CPRT,"Copart, Inc",Industrials,Specialty Business Services,21163754160,30047980480,35957397600,29011298400,47065725000,21163754160,"30,19725986","31,06663382","37,08406772","28,06872641","34,0523347","36,88535155"
CTRN,Citi Trends Inc,Consumer Cyclical,Apparel Retail,258990240,490440960,796279000,215944373,232970640,258990240,"16,47503242","24,9805968","6,976102828","4,391762548","-18,48163703","-4,988614779"
CVGW,"Calavo Growers, Inc",Consumer Defensive,Food Distribution,1588586240,1221898570,745318224,519586200,523468590,1588586240,"41,46217514","-86,53734459","-62,75747927","-97,76975036","-53,9052078","-373,1471451"
CVLT,Commvault Systems Inc,Technology,Software - Application,2072188800,2596188560,3074659040,2809702080,3502380699,2072188800,"844,4728279","-328,3792099","-97,21050591","89,67234862","-70,84014536","26,0936293"
DOCU,DocuSign Inc,Technology,Software - Application,13403460490,41951789100,30262016970,11188965480,12217807300,13403460490,"-15,67284551","-66,58234605","-175,7361516","-353,4899787","-125,0103425","168,0446661"
DRIO,DarioHealth Corp,Healthcare,Health Information Services,405511647,4008608221,5090486092,2202014632,935399605,405511647,"-16,76347046","-57,88122157","-56,06872825","-32,53033706","-16,42344519","-24,70644224"
DSGX,Descartes Systems Group Inc,Technology,Software - Application,3595144320,4930799680,6999440760,5907719965,7155926675,3595144320,"98,90368922","101,7339501","71,34381528","60,56026077","64,28521245","69,07695581"
DTSS,Datasea Inc,Technology,Software - Infrastructure,191636273,42941010,37820881,36486967,"8934766,72",191636273,"-55,05673735","-70,14058488","-11,44407889","-5,987533986","-2,414550582","-1,127668824"
DXPE,"DXP Enterprises, Inc",Industrials,Industrial Distribution,705154530,426504780,478316066,507526100,545164900,705154530,"18,9152605","-13,47972394","29,48719871","10,65899803","8,261916526","18,5906428"
EDAP,EDAP TMS S.A. ADR,Healthcare,Medical Distribution,128678334,150782962,200462154,392966221,195711790,128678334,"75,80712224","-72,35870702","241,7759439","-116,7375301","-8,344816961","-4,184229117"
EGBN,Eagle Bancorp Inc (MD),Financial,Banks - Regional,1597495500,1316231000,1868805220,1402291138,901956287,1597495500,"11,62788503","10,10001891","10,54465841","10,00792081","9,105797243","-16,6894166"
ENTA,Enanta Pharmaceuticals Inc,Healthcare,Biotechnology,1230781160,849199100,1536803780,968360320,198438080,1230781160,"25,36719746","-25,23925017","-14,50598144","-8,777279044","-1,750341738","-1,888806239"
ESCA,"Escalade, Inc",Consumer Cyclical,Leisure,138779940,293839600,213307110,138391063,275972312,138779940,"19,51237393","11,506606","8,894289285","7,680413586","28,03075186","15,25978438"
ETON,Eton Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,130629600,198802890,108541290,72448620,112649220,130629600,"-6,980213712","-6,106946729","-55,31357033","-7,860631054","-120,0054487","-90,22270468"
EXC,Exelon Corp,Utilities,Utilities - Regulated Electric,31697249999,29417470000,40407390000,42970620000,35864100000,31697249999,"10,7739203","14,97063678","23,63716882","19,64275576","15,35927835","15,34671545"
EXTR,Extreme Networks Inc,Technology,Communication Equipment,878223940,859789320,2039634100,2388814150,2275330680,878223940,"-30,06679534","-4,099434428","714,9029132","26,07978225","43,19967787","-19,74723652"
FCA,First Trust China AlphaDEX Fund,Financial,Exchange Traded Fund,"9127938,05","9747757,22","9273578,62","7224449,67","6272705,48","9127938,05",#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
