Ticker,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
MKTX,2577,MarketAxess Holdings Inc,Financial,Capital Markets,USA,6750000000.0,30.9,181.65,1.37,153348
MNRO,2600,Monro Inc,Consumer Cyclical,Auto Parts,USA,621700000.0,,20.71,0.83,118728
NICE,2774,NICE Ltd ADR,Technology,Software - Application,Israel,6620000000.0,12.07,107.15,1.16,219226
NRIM,2812,"Northrim Bancorp, Inc",Financial,Banks - Regional,USA,606610000.0,9.77,27.46,-0.87,41484
NWBI,2866,Northwest Bancshares Inc,Financial,Banks - Regional,USA,1860000000.0,14.47,12.73,-0.35,182282
NWE,2867,NorthWestern Energy Group Inc,Utilities,Utilities - Regulated Electric,USA,4050000000.0,18.65,65.9,-1.07,82567
OSBC,2977,Old Second Bancorporation Inc,Financial,Banks - Regional,USA,1090000000.0,13.66,20.66,0.1,46644
PEP,3069,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,206170000000.0,28.69,150.79,-0.29,1655948
PEY,3076,Invesco High Yield Equity Dividend Achievers ETF,Financial,Exchange Traded Fund,USA,,,20.69,-0.67,116749
PHO,3096,Invesco Water Resources ETF,Financial,Exchange Traded Fund,USA,,,71.21,-0.61,19476
PIE,3102,Invesco Dorsey Wright Emerging Markets Momentum ETF,Financial,Exchange Traded Fund,USA,,,24.3,-0.78,7092
PPH,3163,VanEck Pharmaceutical ETF,Financial,Exchange Traded Fund,USA,,,101.02,-1.58,219767
PRN,3186,Invesco Dorsey Wright Industrials Momentum ETF,Financial,Exchange Traded Fund,USA,,,173.42,-0.57,5559
PTC,3226,PTC Inc,Technology,Software - Application,USA,20920000000.0,28.53,175.15,0.05,134230
QTEC,3324,First Trust NASDAQ-100 Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,,,231.6,-0.09,108641
ROCK,3460,Gibraltar Industries Inc,Industrials,Building Products & Equipment,USA,1510000000.0,689.53,51.03,0.42,50719
SBUX,3536,Starbucks Corp,Consumer Cyclical,Restaurants,USA,97570000000.0,52.66,85.81,0.48,2288547
SIMO,3627,Silicon Motion Technology Corp ADR,Technology,Semiconductors,Hong Kong,2900000000.0,29.46,85.39,-1.92,101701
TCBK,3891,Trico Bancshares,Financial,Banks - Regional,USA,1620000000.0,14.04,49.79,-0.37,36288
TER,3920,"Teradyne, Inc",Technology,Semiconductor Equipment & Materials,USA,29940000000.0,69.58,191.16,-1.82,1094407
TILE,3942,Interface Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1670000000.0,14.94,28.64,0.75,63740
TROW,4007,T. Rowe Price Group Inc,Financial,Asset Management,USA,22700000000.0,11.33,104.02,0.39,421983
TTWO,4048,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,USA,45330000000.0,,245.33,0.32,342520
UAL,4081,United Airlines Holdings Inc,Industrials,Airlines,USA,35970000000.0,11.13,111.11,3.17,2515648
UPBD,4126,Upbound Group Inc,Technology,Software - Application,USA,1050000000.0,12.35,18.1,0.22,255869
USLM,4150,United States Lime & Minerals Inc,Basic Materials,Building Materials,USA,3640000000.0,27.92,127.05,1.56,20959
XRAY,4419,DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,USA,2250000000.0,,11.3,-0.92,789609
ZBRA,4469,Zebra Technologies Corp,Technology,Communication Equipment,USA,13410000000.0,26.7,264.79,-0.19,124434
ZUMZ,4497,Zumiez Inc,Consumer Cyclical,Apparel Retail,USA,492460000.0,60.08,29.05,-1.01,37726
